Population Size,Mutation Rate,Generations,Cmax,percentage
100,0.3,1000,151,-0.02027027027027027
100,0.3,1500,149,-0.006756756756756757
100,0.3,2000,149,-0.006756756756756757
100,0.4,500,149,-0.006756756756756757
100,0.4,1000,149,-0.006756756756756757
100,0.4,1500,149,-0.006756756756756757
100,0.4,2000,149,-0.006756756756756757
100,0.5,500,149,-0.006756756756756757
100,0.5,1000,149,-0.006756756756756757
100,0.5,1500,149,-0.006756756756756757
100,0.5,2000,148,0.0
200,0.1,500,147,0.006756756756756757
200,0.1,1000,149,-0.006756756756756757
200,0.1,1500,149,-0.006756756756756757
200,0.1,2000,149,-0.006756756756756757
200,0.2,500,149,-0.006756756756756757
200,0.2,1000,148,0.0
200,0.2,1500,149,-0.006756756756756757
200,0.2,2000,149,-0.006756756756756757
200,0.3,500,148,0.0
200,0.3,1000,148,0.0
200,0.3,1500,148,0.0
200,0.3,2000,149,-0.006756756756756757
200,0.4,500,149,-0.006756756756756757
200,0.4,1000,149,-0.006756756756756757
200,0.4,1500,148,0.0
200,0.4,2000,149,-0.006756756756756757
200,0.5,500,149,-0.006756756756756757
200,0.5,1000,148,0.0
200,0.5,1500,148,0.0
200,0.5,2000,149,-0.006756756756756757
300,0.1,500,149,-0.006756756756756757
300,0.1,1000,148,0.0
300,0.1,1500,149,-0.006756756756756757
300,0.1,2000,149,-0.006756756756756757
300,0.2,500,149,-0.006756756756756757
300,0.2,1000,149,-0.006756756756756757
300,0.2,1500,149,-0.006756756756756757
300,0.2,2000,149,-0.006756756756756757
300,0.3,500,147,0.006756756756756757
300,0.3,1000,148,0.0
300,0.3,1500,148,0.0
300,0.3,2000,148,0.0
300,0.4,500,147,0.006756756756756757
300,0.4,1000,149,-0.006756756756756757
300,0.4,1500,149,-0.006756756756756757
300,0.4,2000,148,0.0
300,0.5,500,148,0.0
300,0.5,1000,149,-0.006756756756756757
300,0.5,1500,149,-0.006756756756756757
300,0.5,2000,148,0.0
50,0.1,500,152,-0.10144927536231885
50,0.1,1000,149,-0.07971014492753623
50,0.1,1500,150,-0.08695652173913043
50,0.1,2000,152,-0.10144927536231885
50,0.2,500,152,-0.10144927536231885
50,0.2,1000,145,-0.050724637681159424
50,0.2,1500,146,-0.057971014492753624
50,0.2,2000,145,-0.050724637681159424
50,0.3,500,147,-0.06521739130434782
50,0.3,1000,145,-0.050724637681159424
50,0.3,1500,144,-0.043478260869565216
50,0.3,2000,144,-0.043478260869565216
50,0.4,500,143,-0.036231884057971016
50,0.4,1000,145,-0.050724637681159424
50,0.4,1500,144,-0.043478260869565216
50,0.4,2000,144,-0.043478260869565216
50,0.5,500,142,-0.028985507246376812
50,0.5,1000,144,-0.043478260869565216
50,0.5,1500,141,-0.021739130434782608
50,0.5,2000,142,-0.028985507246376812
100,0.1,500,147,-0.06521739130434782
100,0.1,1000,149,-0.07971014492753623
100,0.1,1500,147,-0.06521739130434782
100,0.1,2000,149,-0.07971014492753623
100,0.2,500,147,-0.06521739130434782
100,0.2,1000,141,-0.021739130434782608
100,0.2,1500,145,-0.050724637681159424
100,0.2,2000,143,-0.036231884057971016
100,0.3,500,145,-0.050724637681159424
100,0.3,1000,144,-0.043478260869565216
100,0.3,1500,144,-0.043478260869565216
100,0.3,2000,139,-0.007246376811594203
100,0.4,500,144,-0.043478260869565216
100,0.4,1000,144,-0.043478260869565216
100,0.4,1500,144,-0.043478260869565216
100,0.4,2000,144,-0.043478260869565216
100,0.5,500,144,-0.043478260869565216
100,0.5,1000,142,-0.028985507246376812
100,0.5,1500,143,-0.036231884057971016
100,0.5,2000,142,-0.028985507246376812
200,0.1,500,145,-0.050724637681159424
200,0.1,1000,144,-0.043478260869565216
200,0.1,1500,152,-0.10144927536231885
200,0.1,2000,144,-0.043478260869565216
200,0.2,500,146,-0.057971014492753624
200,0.2,1000,138,0.0
200,0.2,1500,144,-0.043478260869565216
200,0.2,2000,145,-0.050724637681159424
200,0.3,500,143,-0.036231884057971016
200,0.3,1000,145,-0.050724637681159424
200,0.3,1500,142,-0.028985507246376812
200,0.3,2000,144,-0.043478260869565216
200,0.4,500,145,-0.050724637681159424
200,0.4,1000,144,-0.043478260869565216
200,0.4,1500,143,-0.036231884057971016
200,0.4,2000,144,-0.043478260869565216
200,0.5,500,143,-0.036231884057971016
200,0.5,1000,142,-0.028985507246376812
200,0.5,1500,139,-0.007246376811594203
200,0.5,2000,141,-0.021739130434782608
300,0.1,500,142,-0.028985507246376812
300,0.1,1000,143,-0.036231884057971016
300,0.1,1500,145,-0.050724637681159424
300,0.1,2000,146,-0.057971014492753624
300,0.2,500,143,-0.036231884057971016
300,0.2,1000,145,-0.050724637681159424
300,0.2,1500,144,-0.043478260869565216
300,0.2,2000,145,-0.050724637681159424
300,0.3,500,139,-0.007246376811594203
300,0.3,1000,144,-0.043478260869565216
300,0.3,1500,141,-0.021739130434782608
300,0.3,2000,138,0.0
300,0.4,500,142,-0.028985507246376812
300,0.4,1000,143,-0.036231884057971016
300,0.4,1500,139,-0.007246376811594203
300,0.4,2000,144,-0.043478260869565216
300,0.5,500,139,-0.007246376811594203
300,0.5,1000,141,-0.021739130434782608
300,0.5,1500,140,-0.014492753623188406
300,0.5,2000,137,0.007246376811594203
50,0.1,500,192,-0.015873015873015872
50,0.1,1000,192,-0.015873015873015872
50,0.1,1500,192,-0.015873015873015872
50,0.1,2000,189,0.0
50,0.2,500,192,-0.015873015873015872
50,0.2,1000,192,-0.015873015873015872
50,0.2,1500,192,-0.015873015873015872
50,0.2,2000,192,-0.015873015873015872
50,0.3,500,192,-0.015873015873015872
50,0.3,1000,192,-0.015873015873015872
50,0.3,1500,191,-0.010582010582010581
50,0.3,2000,192,-0.015873015873015872
50,0.4,500,192,-0.015873015873015872
50,0.4,1000,192,-0.015873015873015872
50,0.4,1500,189,0.0
50,0.4,2000,191,-0.010582010582010581
50,0.5,500,192,-0.015873015873015872
50,0.5,1000,191,-0.010582010582010581
50,0.5,1500,191,-0.010582010582010581
50,0.5,2000,191,-0.010582010582010581
100,0.1,500,192,-0.015873015873015872
100,0.1,1000,192,-0.015873015873015872
100,0.1,1500,191,-0.010582010582010581
100,0.1,2000,189,0.0
100,0.2,500,192,-0.015873015873015872
100,0.2,1000,192,-0.015873015873015872
100,0.2,1500,189,0.0
100,0.2,2000,192,-0.015873015873015872
100,0.3,500,191,-0.010582010582010581
100,0.3,1000,192,-0.015873015873015872
100,0.3,1500,192,-0.015873015873015872
100,0.3,2000,189,0.0
100,0.4,500,192,-0.015873015873015872
100,0.4,1000,191,-0.010582010582010581
100,0.4,1500,192,-0.015873015873015872
100,0.4,2000,192,-0.015873015873015872
100,0.5,500,191,-0.010582010582010581
100,0.5,1000,189,0.0
100,0.5,1500,191,-0.010582010582010581
100,0.5,2000,189,0.0
200,0.1,500,192,-0.015873015873015872
200,0.1,1000,189,0.0
200,0.1,1500,192,-0.015873015873015872
200,0.1,2000,192,-0.015873015873015872
200,0.2,500,192,-0.015873015873015872
200,0.2,1000,192,-0.015873015873015872
200,0.2,1500,192,-0.015873015873015872
200,0.2,2000,191,-0.010582010582010581
200,0.3,500,189,0.0
200,0.3,1000,192,-0.015873015873015872
200,0.3,1500,192,-0.015873015873015872
200,0.3,2000,190,-0.005291005291005291
200,0.4,500,191,-0.010582010582010581
200,0.4,1000,189,0.0
200,0.4,1500,189,0.0
200,0.4,2000,191,-0.010582010582010581
200,0.5,500,189,0.0
200,0.5,1000,189,0.0
200,0.5,1500,189,0.0
200,0.5,2000,189,0.0
300,0.1,500,191,-0.010582010582010581
300,0.1,1000,189,0.0
300,0.1,1500,192,-0.015873015873015872
300,0.1,2000,191,-0.010582010582010581
300,0.2,500,192,-0.015873015873015872
300,0.2,1000,189,0.0
300,0.2,1500,192,-0.015873015873015872
300,0.2,2000,192,-0.015873015873015872
300,0.3,500,191,-0.010582010582010581
300,0.3,1000,191,-0.010582010582010581
300,0.3,1500,191,-0.010582010582010581
300,0.3,2000,190,-0.005291005291005291
300,0.4,500,189,0.0
300,0.4,1000,190,-0.005291005291005291
300,0.4,1500,189,0.0
300,0.4,2000,189,0.0
300,0.5,500,191,-0.010582010582010581
300,0.5,1000,189,0.0
300,0.5,1500,189,0.0
300,0.5,2000,189,0.0
50,0.1,500,154,-0.06944444444444445
50,0.1,1000,151,-0.04861111111111111
50,0.1,1500,154,-0.06944444444444445
50,0.1,2000,147,-0.020833333333333332
50,0.2,500,156,-0.08333333333333333
50,0.2,1000,154,-0.06944444444444445
50,0.2,1500,154,-0.06944444444444445
50,0.2,2000,154,-0.06944444444444445
50,0.3,500,152,-0.05555555555555555
50,0.3,1000,151,-0.04861111111111111
50,0.3,1500,153,-0.0625
50,0.3,2000,152,-0.05555555555555555
50,0.4,500,149,-0.034722222222222224
50,0.4,1000,153,-0.0625
50,0.4,1500,152,-0.05555555555555555
50,0.4,2000,152,-0.05555555555555555
50,0.5,500,152,-0.05555555555555555
50,0.5,1000,153,-0.0625
50,0.5,1500,147,-0.020833333333333332
50,0.5,2000,150,-0.041666666666666664
100,0.1,500,156,-0.08333333333333333
100,0.1,1000,154,-0.06944444444444445
100,0.1,1500,156,-0.08333333333333333
100,0.1,2000,156,-0.08333333333333333
100,0.2,500,152,-0.05555555555555555
100,0.2,1000,154,-0.06944444444444445
100,0.2,1500,153,-0.0625
100,0.2,2000,154,-0.06944444444444445
100,0.3,500,152,-0.05555555555555555
100,0.3,1000,154,-0.06944444444444445
100,0.3,1500,153,-0.0625
100,0.3,2000,150,-0.041666666666666664
100,0.4,500,148,-0.027777777777777776
100,0.4,1000,152,-0.05555555555555555
100,0.4,1500,150,-0.041666666666666664
100,0.4,2000,148,-0.027777777777777776
100,0.5,500,152,-0.05555555555555555
100,0.5,1000,149,-0.034722222222222224
100,0.5,1500,148,-0.027777777777777776
100,0.5,2000,152,-0.05555555555555555
200,0.1,500,157,-0.09027777777777778
200,0.1,1000,154,-0.06944444444444445
200,0.1,1500,154,-0.06944444444444445
200,0.1,2000,154,-0.06944444444444445
200,0.2,500,153,-0.0625
200,0.2,1000,153,-0.0625
200,0.2,1500,153,-0.0625
200,0.2,2000,153,-0.0625
200,0.3,500,153,-0.0625
200,0.3,1000,152,-0.05555555555555555
200,0.3,1500,153,-0.0625
200,0.3,2000,151,-0.04861111111111111
200,0.4,500,150,-0.041666666666666664
200,0.4,1000,151,-0.04861111111111111
200,0.4,1500,147,-0.020833333333333332
200,0.4,2000,150,-0.041666666666666664
200,0.5,500,149,-0.034722222222222224
200,0.5,1000,148,-0.027777777777777776
200,0.5,1500,146,-0.013888888888888888
200,0.5,2000,148,-0.027777777777777776
300,0.1,500,154,-0.06944444444444445
300,0.1,1000,154,-0.06944444444444445
300,0.1,1500,154,-0.06944444444444445
300,0.1,2000,153,-0.0625
300,0.2,500,151,-0.04861111111111111
300,0.2,1000,151,-0.04861111111111111
300,0.2,1500,152,-0.05555555555555555
300,0.2,2000,152,-0.05555555555555555
300,0.3,500,147,-0.020833333333333332
300,0.3,1000,151,-0.04861111111111111
300,0.3,1500,151,-0.04861111111111111
300,0.3,2000,148,-0.027777777777777776
300,0.4,500,150,-0.041666666666666664
300,0.4,1000,151,-0.04861111111111111
300,0.4,1500,152,-0.05555555555555555
300,0.4,2000,149,-0.034722222222222224
300,0.5,500,152,-0.05555555555555555
300,0.5,1000,148,-0.027777777777777776
300,0.5,1500,147,-0.020833333333333332
300,0.5,2000,151,-0.04861111111111111
50,0.1,500,143,-0.036231884057971016
50,0.1,1000,144,-0.043478260869565216
50,0.1,1500,143,-0.036231884057971016
50,0.1,2000,143,-0.036231884057971016
50,0.2,500,143,-0.036231884057971016
50,0.2,1000,138,0.0
50,0.2,1500,143,-0.036231884057971016
50,0.2,2000,133,0.036231884057971016
50,0.3,500,143,-0.036231884057971016
50,0.3,1000,138,0.0
50,0.3,1500,143,-0.036231884057971016
50,0.3,2000,141,-0.021739130434782608
50,0.4,500,140,-0.014492753623188406
50,0.4,1000,141,-0.021739130434782608
50,0.4,1500,141,-0.021739130434782608
50,0.4,2000,143,-0.036231884057971016
50,0.5,500,141,-0.021739130434782608
50,0.5,1000,141,-0.021739130434782608
50,0.5,1500,141,-0.021739130434782608
50,0.5,2000,141,-0.021739130434782608
100,0.1,500,142,-0.028985507246376812
100,0.1,1000,143,-0.036231884057971016
100,0.1,1500,143,-0.036231884057971016
100,0.1,2000,143,-0.036231884057971016
100,0.2,500,140,-0.014492753623188406
100,0.2,1000,143,-0.036231884057971016
100,0.2,1500,140,-0.014492753623188406
100,0.2,2000,143,-0.036231884057971016
100,0.3,500,143,-0.036231884057971016
100,0.3,1000,141,-0.021739130434782608
100,0.3,1500,142,-0.028985507246376812
100,0.3,2000,139,-0.007246376811594203
100,0.4,500,142,-0.028985507246376812
100,0.4,1000,141,-0.021739130434782608
100,0.4,1500,142,-0.028985507246376812
100,0.4,2000,141,-0.021739130434782608
100,0.5,500,138,0.0
100,0.5,1000,138,0.0
100,0.5,1500,140,-0.014492753623188406
100,0.5,2000,138,0.0
200,0.1,500,143,-0.036231884057971016
200,0.1,1000,139,-0.007246376811594203
200,0.1,1500,143,-0.036231884057971016
200,0.1,2000,138,0.0
200,0.2,500,143,-0.036231884057971016
200,0.2,1000,137,0.007246376811594203
200,0.2,1500,141,-0.021739130434782608
200,0.2,2000,143,-0.036231884057971016
200,0.3,500,141,-0.021739130434782608
200,0.3,1000,141,-0.021739130434782608
200,0.3,1500,142,-0.028985507246376812
200,0.3,2000,141,-0.021739130434782608
200,0.4,500,141,-0.021739130434782608
200,0.4,1000,141,-0.021739130434782608
200,0.4,1500,138,0.0
200,0.4,2000,139,-0.007246376811594203
200,0.5,500,138,0.0
200,0.5,1000,137,0.007246376811594203
200,0.5,1500,138,0.0
200,0.5,2000,137,0.007246376811594203
300,0.1,500,143,-0.036231884057971016
300,0.1,1000,142,-0.028985507246376812
300,0.1,1500,143,-0.036231884057971016
300,0.1,2000,143,-0.036231884057971016
300,0.2,500,137,0.007246376811594203
300,0.2,1000,140,-0.014492753623188406
300,0.2,1500,141,-0.021739130434782608
300,0.2,2000,142,-0.028985507246376812
300,0.3,500,138,0.0
300,0.3,1000,141,-0.021739130434782608
300,0.3,1500,133,0.036231884057971016
300,0.3,2000,141,-0.021739130434782608
300,0.4,500,141,-0.021739130434782608
300,0.4,1000,138,0.0
300,0.4,1500,137,0.007246376811594203
300,0.4,2000,141,-0.021739130434782608
300,0.5,500,140,-0.014492753623188406
300,0.5,1000,140,-0.014492753623188406
300,0.5,1500,138,0.0
300,0.5,2000,138,0.0
50,0.1,500,152,-0.07801418439716312
50,0.1,1000,152,-0.07801418439716312
50,0.1,1500,152,-0.07801418439716312
50,0.1,2000,152,-0.07801418439716312
50,0.2,500,151,-0.07092198581560284
50,0.2,1000,146,-0.03546099290780142
50,0.2,1500,147,-0.0425531914893617
50,0.2,2000,150,-0.06382978723404255
50,0.3,500,146,-0.03546099290780142
50,0.3,1000,148,-0.04964539007092199
50,0.3,1500,148,-0.04964539007092199
50,0.3,2000,146,-0.03546099290780142
50,0.4,500,147,-0.0425531914893617
50,0.4,1000,144,-0.02127659574468085
50,0.4,1500,146,-0.03546099290780142
50,0.4,2000,146,-0.03546099290780142
50,0.5,500,146,-0.03546099290780142
50,0.5,1000,146,-0.03546099290780142
50,0.5,1500,144,-0.02127659574468085
50,0.5,2000,145,-0.028368794326241134
100,0.1,500,149,-0.05673758865248227
100,0.1,1000,149,-0.05673758865248227
100,0.1,1500,148,-0.04964539007092199
100,0.1,2000,150,-0.06382978723404255
100,0.2,500,150,-0.06382978723404255
100,0.2,1000,146,-0.03546099290780142
100,0.2,1500,146,-0.03546099290780142
100,0.2,2000,147,-0.0425531914893617
100,0.3,500,146,-0.03546099290780142
100,0.3,1000,146,-0.03546099290780142
100,0.3,1500,146,-0.03546099290780142
100,0.3,2000,146,-0.03546099290780142
100,0.4,500,146,-0.03546099290780142
100,0.4,1000,146,-0.03546099290780142
100,0.4,1500,146,-0.03546099290780142
100,0.4,2000,145,-0.028368794326241134
100,0.5,500,146,-0.03546099290780142
100,0.5,1000,146,-0.03546099290780142
100,0.5,1500,146,-0.03546099290780142
100,0.5,2000,146,-0.03546099290780142
200,0.1,500,149,-0.05673758865248227
200,0.1,1000,149,-0.05673758865248227
200,0.1,1500,149,-0.05673758865248227
200,0.1,2000,147,-0.0425531914893617
200,0.2,500,146,-0.03546099290780142
200,0.2,1000,146,-0.03546099290780142
200,0.2,1500,146,-0.03546099290780142
200,0.2,2000,147,-0.0425531914893617
200,0.3,500,146,-0.03546099290780142
200,0.3,1000,146,-0.03546099290780142
200,0.3,1500,146,-0.03546099290780142
200,0.3,2000,146,-0.03546099290780142
200,0.4,500,146,-0.03546099290780142
200,0.4,1000,145,-0.028368794326241134
200,0.4,1500,146,-0.03546099290780142
200,0.4,2000,145,-0.028368794326241134
200,0.5,500,145,-0.028368794326241134
200,0.5,1000,143,-0.014184397163120567
200,0.5,1500,143,-0.014184397163120567
200,0.5,2000,146,-0.03546099290780142
300,0.1,500,144,-0.02127659574468085
300,0.1,1000,148,-0.04964539007092199
300,0.1,1500,146,-0.03546099290780142
300,0.1,2000,149,-0.05673758865248227
300,0.2,500,146,-0.03546099290780142
300,0.2,1000,147,-0.0425531914893617
300,0.2,1500,147,-0.0425531914893617
300,0.2,2000,145,-0.028368794326241134
300,0.3,500,146,-0.03546099290780142
300,0.3,1000,146,-0.03546099290780142
300,0.3,1500,146,-0.03546099290780142
300,0.3,2000,146,-0.03546099290780142
300,0.4,500,146,-0.03546099290780142
300,0.4,1000,146,-0.03546099290780142
300,0.4,1500,145,-0.028368794326241134
300,0.4,2000,144,-0.02127659574468085
300,0.5,500,143,-0.014184397163120567
300,0.5,1000,146,-0.03546099290780142
300,0.5,1500,145,-0.028368794326241134
300,0.5,2000,146,-0.03546099290780142
50,0.1,500,161,-0.03870967741935484
50,0.1,1000,161,-0.03870967741935484
50,0.1,1500,162,-0.04516129032258064
50,0.1,2000,159,-0.025806451612903226
50,0.2,500,161,-0.03870967741935484
50,0.2,1000,159,-0.025806451612903226
50,0.2,1500,159,-0.025806451612903226
50,0.2,2000,159,-0.025806451612903226
50,0.3,500,159,-0.025806451612903226
50,0.3,1000,156,-0.0064516129032258064
50,0.3,1500,157,-0.012903225806451613
50,0.3,2000,156,-0.0064516129032258064
50,0.4,500,156,-0.0064516129032258064
50,0.4,1000,156,-0.0064516129032258064
50,0.4,1500,157,-0.012903225806451613
50,0.4,2000,157,-0.012903225806451613
50,0.5,500,156,-0.0064516129032258064
50,0.5,1000,156,-0.0064516129032258064
50,0.5,1500,156,-0.0064516129032258064
50,0.5,2000,156,-0.0064516129032258064
100,0.1,500,159,-0.025806451612903226
100,0.1,1000,161,-0.03870967741935484
100,0.1,1500,161,-0.03870967741935484
100,0.1,2000,161,-0.03870967741935484
100,0.2,500,156,-0.0064516129032258064
100,0.2,1000,158,-0.01935483870967742
100,0.2,1500,156,-0.0064516129032258064
100,0.2,2000,159,-0.025806451612903226
100,0.3,500,159,-0.025806451612903226
100,0.3,1000,157,-0.012903225806451613
100,0.3,1500,159,-0.025806451612903226
100,0.3,2000,156,-0.0064516129032258064
100,0.4,500,159,-0.025806451612903226
100,0.4,1000,156,-0.0064516129032258064
100,0.4,1500,156,-0.0064516129032258064
100,0.4,2000,156,-0.0064516129032258064
100,0.5,500,156,-0.0064516129032258064
100,0.5,1000,156,-0.0064516129032258064
100,0.5,1500,156,-0.0064516129032258064
100,0.5,2000,156,-0.0064516129032258064
200,0.1,500,159,-0.025806451612903226
200,0.1,1000,158,-0.01935483870967742
200,0.1,1500,161,-0.03870967741935484
200,0.1,2000,161,-0.03870967741935484
200,0.2,500,162,-0.04516129032258064
200,0.2,1000,158,-0.01935483870967742
200,0.2,1500,158,-0.01935483870967742
200,0.2,2000,159,-0.025806451612903226
200,0.3,500,158,-0.01935483870967742
200,0.3,1000,156,-0.0064516129032258064
200,0.3,1500,158,-0.01935483870967742
200,0.3,2000,156,-0.0064516129032258064
200,0.4,500,156,-0.0064516129032258064
200,0.4,1000,156,-0.0064516129032258064
200,0.4,1500,156,-0.0064516129032258064
200,0.4,2000,156,-0.0064516129032258064
200,0.5,500,156,-0.0064516129032258064
200,0.5,1000,156,-0.0064516129032258064
200,0.5,1500,156,-0.0064516129032258064
200,0.5,2000,156,-0.0064516129032258064
300,0.1,500,159,-0.025806451612903226
300,0.1,1000,161,-0.03870967741935484
300,0.1,1500,156,-0.0064516129032258064
300,0.1,2000,159,-0.025806451612903226
300,0.2,500,156,-0.0064516129032258064
300,0.2,1000,156,-0.0064516129032258064
300,0.2,1500,159,-0.025806451612903226
300,0.2,2000,156,-0.0064516129032258064
300,0.3,500,157,-0.012903225806451613
300,0.3,1000,157,-0.012903225806451613
300,0.3,1500,156,-0.0064516129032258064
300,0.3,2000,156,-0.0064516129032258064
300,0.4,500,156,-0.0064516129032258064
300,0.4,1000,156,-0.0064516129032258064
300,0.4,1500,156,-0.0064516129032258064
300,0.4,2000,156,-0.0064516129032258064
300,0.5,500,156,-0.0064516129032258064
300,0.5,1000,156,-0.0064516129032258064
300,0.5,1500,156,-0.0064516129032258064
300,0.5,2000,156,-0.0064516129032258064
50,0.1,500,156,-0.02631578947368421
50,0.1,1000,155,-0.019736842105263157
50,0.1,1500,155,-0.019736842105263157
50,0.1,2000,155,-0.019736842105263157
50,0.2,500,155,-0.019736842105263157
50,0.2,1000,155,-0.019736842105263157
50,0.2,1500,155,-0.019736842105263157
50,0.2,2000,155,-0.019736842105263157
50,0.3,500,155,-0.019736842105263157
50,0.3,1000,155,-0.019736842105263157
50,0.3,1500,155,-0.019736842105263157
50,0.3,2000,152,0.0
50,0.4,500,155,-0.019736842105263157
50,0.4,1000,155,-0.019736842105263157
50,0.4,1500,152,0.0
50,0.4,2000,155,-0.019736842105263157
50,0.5,500,155,-0.019736842105263157
50,0.5,1000,153,-0.006578947368421052
50,0.5,1500,155,-0.019736842105263157
50,0.5,2000,154,-0.013157894736842105
100,0.1,500,155,-0.019736842105263157
100,0.1,1000,155,-0.019736842105263157
100,0.1,1500,155,-0.019736842105263157
100,0.1,2000,155,-0.019736842105263157
100,0.2,500,154,-0.013157894736842105
100,0.2,1000,155,-0.019736842105263157
100,0.2,1500,155,-0.019736842105263157
100,0.2,2000,155,-0.019736842105263157
100,0.3,500,155,-0.019736842105263157
100,0.3,1000,152,0.0
100,0.3,1500,154,-0.013157894736842105
100,0.3,2000,155,-0.019736842105263157
100,0.4,500,155,-0.019736842105263157
100,0.4,1000,152,0.0
100,0.4,1500,152,0.0
100,0.4,2000,154,-0.013157894736842105
100,0.5,500,155,-0.019736842105263157
100,0.5,1000,152,0.0
100,0.5,1500,153,-0.006578947368421052
100,0.5,2000,152,0.0
200,0.1,500,155,-0.019736842105263157
200,0.1,1000,155,-0.019736842105263157
200,0.1,1500,155,-0.019736842105263157
200,0.1,2000,155,-0.019736842105263157
200,0.2,500,155,-0.019736842105263157
200,0.2,1000,155,-0.019736842105263157
200,0.2,1500,155,-0.019736842105263157
200,0.2,2000,155,-0.019736842105263157
200,0.3,500,155,-0.019736842105263157
200,0.3,1000,155,-0.019736842105263157
200,0.3,1500,155,-0.019736842105263157
200,0.3,2000,154,-0.013157894736842105
200,0.4,500,152,0.0
200,0.4,1000,155,-0.019736842105263157
200,0.4,1500,154,-0.013157894736842105
200,0.4,2000,154,-0.013157894736842105
200,0.5,500,155,-0.019736842105263157
200,0.5,1000,152,0.0
200,0.5,1500,154,-0.013157894736842105
200,0.5,2000,152,0.0
300,0.1,500,155,-0.019736842105263157
300,0.1,1000,155,-0.019736842105263157
300,0.1,1500,155,-0.019736842105263157
300,0.1,2000,155,-0.019736842105263157
300,0.2,500,155,-0.019736842105263157
300,0.2,1000,155,-0.019736842105263157
300,0.2,1500,155,-0.019736842105263157
300,0.2,2000,152,0.0
300,0.3,500,155,-0.019736842105263157
300,0.3,1000,153,-0.006578947368421052
300,0.3,1500,154,-0.013157894736842105
300,0.3,2000,155,-0.019736842105263157
300,0.4,500,155,-0.019736842105263157
300,0.4,1000,155,-0.019736842105263157
300,0.4,1500,154,-0.013157894736842105
300,0.4,2000,155,-0.019736842105263157
300,0.5,500,152,0.0
300,0.5,1000,152,0.0
300,0.5,1500,152,0.0
300,0.5,2000,152,0.0
50,0.1,500,162,-0.006211180124223602
50,0.1,1000,162,-0.006211180124223602
50,0.1,1500,162,-0.006211180124223602
50,0.1,2000,162,-0.006211180124223602
50,0.2,500,162,-0.006211180124223602
50,0.2,1000,162,-0.006211180124223602
50,0.2,1500,162,-0.006211180124223602
50,0.2,2000,162,-0.006211180124223602
50,0.3,500,162,-0.006211180124223602
50,0.3,1000,161,0.0
50,0.3,1500,162,-0.006211180124223602
50,0.3,2000,162,-0.006211180124223602
50,0.4,500,162,-0.006211180124223602
50,0.4,1000,161,0.0
50,0.4,1500,162,-0.006211180124223602
50,0.4,2000,161,0.0
50,0.5,500,161,0.0
50,0.5,1000,161,0.0
50,0.5,1500,161,0.0
50,0.5,2000,161,0.0
100,0.1,500,162,-0.006211180124223602
100,0.1,1000,162,-0.006211180124223602
100,0.1,1500,162,-0.006211180124223602
100,0.1,2000,162,-0.006211180124223602
100,0.2,500,162,-0.006211180124223602
100,0.2,1000,162,-0.006211180124223602
100,0.2,1500,162,-0.006211180124223602
100,0.2,2000,162,-0.006211180124223602
100,0.3,500,161,0.0
100,0.3,1000,162,-0.006211180124223602
100,0.3,1500,162,-0.006211180124223602
100,0.3,2000,161,0.0
100,0.4,500,161,0.0
100,0.4,1000,162,-0.006211180124223602
100,0.4,1500,161,0.0
100,0.4,2000,161,0.0
100,0.5,500,161,0.0
100,0.5,1000,161,0.0
100,0.5,1500,161,0.0
100,0.5,2000,161,0.0
200,0.1,500,162,-0.006211180124223602
200,0.1,1000,162,-0.006211180124223602
200,0.1,1500,162,-0.006211180124223602
200,0.1,2000,162,-0.006211180124223602
200,0.2,500,162,-0.006211180124223602
200,0.2,1000,162,-0.006211180124223602
200,0.2,1500,162,-0.006211180124223602
200,0.2,2000,162,-0.006211180124223602
200,0.3,500,161,0.0
200,0.3,1000,161,0.0
200,0.3,1500,161,0.0
200,0.3,2000,161,0.0
200,0.4,500,161,0.0
200,0.4,1000,161,0.0
200,0.4,1500,161,0.0
200,0.4,2000,161,0.0
200,0.5,500,161,0.0
200,0.5,1000,161,0.0
200,0.5,1500,161,0.0
200,0.5,2000,161,0.0
300,0.1,500,162,-0.006211180124223602
300,0.1,1000,162,-0.006211180124223602
300,0.1,1500,162,-0.006211180124223602
300,0.1,2000,162,-0.006211180124223602
300,0.2,500,161,0.0
300,0.2,1000,162,-0.006211180124223602
300,0.2,1500,162,-0.006211180124223602
300,0.2,2000,161,0.0
300,0.3,500,162,-0.006211180124223602
300,0.3,1000,161,0.0
300,0.3,1500,161,0.0
300,0.3,2000,161,0.0
300,0.4,500,161,0.0
300,0.4,1000,161,0.0
300,0.4,1500,161,0.0
300,0.4,2000,161,0.0
300,0.5,500,161,0.0
300,0.5,1000,161,0.0
300,0.5,1500,161,0.0
300,0.5,2000,161,0.0
50,0.1,500,175,-0.06707317073170732
50,0.1,1000,174,-0.06097560975609756
50,0.1,1500,175,-0.06707317073170732
50,0.1,2000,174,-0.06097560975609756
50,0.2,500,174,-0.06097560975609756
50,0.2,1000,171,-0.042682926829268296
50,0.2,1500,174,-0.06097560975609756
50,0.2,2000,171,-0.042682926829268296
50,0.3,500,174,-0.06097560975609756
50,0.3,1000,170,-0.036585365853658534
50,0.3,1500,173,-0.054878048780487805
50,0.3,2000,173,-0.054878048780487805
50,0.4,500,174,-0.06097560975609756
50,0.4,1000,171,-0.042682926829268296
