Population Size,Mutation Rate,Generations,Cmax,percentage
100,0.2,2000,145,-0.013986013986013986
100,0.3,500,145,-0.013986013986013986
100,0.3,1000,145,-0.013986013986013986
100,0.3,1500,145,-0.013986013986013986
100,0.3,2000,142,0.006993006993006993
100,0.4,500,145,-0.013986013986013986
100,0.4,1000,145,-0.013986013986013986
100,0.4,1500,144,-0.006993006993006993
100,0.4,2000,144,-0.006993006993006993
100,0.5,500,144,-0.006993006993006993
100,0.5,1000,143,0.0
100,0.5,1500,144,-0.006993006993006993
100,0.5,2000,144,-0.006993006993006993
200,0.1,500,145,-0.013986013986013986
200,0.1,1000,145,-0.013986013986013986
200,0.1,1500,147,-0.027972027972027972
200,0.1,2000,144,-0.006993006993006993
200,0.2,500,144,-0.006993006993006993
200,0.2,1000,143,0.0
200,0.2,1500,145,-0.013986013986013986
200,0.2,2000,140,0.02097902097902098
200,0.3,500,145,-0.013986013986013986
200,0.3,1000,144,-0.006993006993006993
200,0.3,1500,144,-0.006993006993006993
200,0.3,2000,145,-0.013986013986013986
200,0.4,500,143,0.0
200,0.4,1000,138,0.03496503496503497
200,0.4,1500,144,-0.006993006993006993
200,0.4,2000,143,0.0
200,0.5,500,144,-0.006993006993006993
200,0.5,1000,144,-0.006993006993006993
200,0.5,1500,141,0.013986013986013986
200,0.5,2000,141,0.013986013986013986
300,0.1,500,148,-0.03496503496503497
300,0.1,1000,141,0.013986013986013986
300,0.1,1500,145,-0.013986013986013986
300,0.1,2000,143,0.0
300,0.2,500,144,-0.006993006993006993
300,0.2,1000,143,0.0
300,0.2,1500,144,-0.006993006993006993
300,0.2,2000,143,0.0
300,0.3,500,144,-0.006993006993006993
300,0.3,1000,143,0.0
300,0.3,1500,141,0.013986013986013986
300,0.3,2000,142,0.006993006993006993
300,0.4,500,144,-0.006993006993006993
300,0.4,1000,142,0.006993006993006993
300,0.4,1500,144,-0.006993006993006993
300,0.4,2000,143,0.0
300,0.5,500,141,0.013986013986013986
300,0.5,1000,143,0.0
300,0.5,1500,144,-0.006993006993006993
300,0.5,2000,142,0.006993006993006993
50,0.1,500,165,-0.018518518518518517
50,0.1,1000,165,-0.018518518518518517
50,0.1,1500,165,-0.018518518518518517
50,0.1,2000,165,-0.018518518518518517
50,0.2,500,164,-0.012345679012345678
50,0.2,1000,160,0.012345679012345678
50,0.2,1500,165,-0.018518518518518517
50,0.2,2000,165,-0.018518518518518517
50,0.3,500,165,-0.018518518518518517
50,0.3,1000,165,-0.018518518518518517
50,0.3,1500,161,0.006172839506172839
50,0.3,2000,165,-0.018518518518518517
50,0.4,500,165,-0.018518518518518517
50,0.4,1000,165,-0.018518518518518517
50,0.4,1500,165,-0.018518518518518517
50,0.4,2000,165,-0.018518518518518517
50,0.5,500,165,-0.018518518518518517
50,0.5,1000,165,-0.018518518518518517
50,0.5,1500,165,-0.018518518518518517
50,0.5,2000,165,-0.018518518518518517
100,0.1,500,165,-0.018518518518518517
100,0.1,1000,165,-0.018518518518518517
100,0.1,1500,164,-0.012345679012345678
100,0.1,2000,165,-0.018518518518518517
100,0.2,500,165,-0.018518518518518517
100,0.2,1000,165,-0.018518518518518517
100,0.2,1500,165,-0.018518518518518517
100,0.2,2000,165,-0.018518518518518517
100,0.3,500,165,-0.018518518518518517
100,0.3,1000,165,-0.018518518518518517
100,0.3,1500,165,-0.018518518518518517
100,0.3,2000,165,-0.018518518518518517
100,0.4,500,162,0.0
100,0.4,1000,165,-0.018518518518518517
100,0.4,1500,158,0.024691358024691357
100,0.4,2000,164,-0.012345679012345678
100,0.5,500,165,-0.018518518518518517
100,0.5,1000,165,-0.018518518518518517
100,0.5,1500,164,-0.012345679012345678
100,0.5,2000,165,-0.018518518518518517
200,0.1,500,165,-0.018518518518518517
200,0.1,1000,165,-0.018518518518518517
200,0.1,1500,161,0.006172839506172839
200,0.1,2000,165,-0.018518518518518517
200,0.2,500,165,-0.018518518518518517
200,0.2,1000,165,-0.018518518518518517
200,0.2,1500,165,-0.018518518518518517
200,0.2,2000,164,-0.012345679012345678
200,0.3,500,165,-0.018518518518518517
200,0.3,1000,165,-0.018518518518518517
200,0.3,1500,163,-0.006172839506172839
200,0.3,2000,165,-0.018518518518518517
200,0.4,500,163,-0.006172839506172839
200,0.4,1000,158,0.024691358024691357
200,0.4,1500,158,0.024691358024691357
200,0.4,2000,162,0.0
200,0.5,500,165,-0.018518518518518517
200,0.5,1000,160,0.012345679012345678
200,0.5,1500,164,-0.012345679012345678
200,0.5,2000,165,-0.018518518518518517
300,0.1,500,161,0.006172839506172839
300,0.1,1000,165,-0.018518518518518517
300,0.1,1500,165,-0.018518518518518517
300,0.1,2000,165,-0.018518518518518517
300,0.2,500,165,-0.018518518518518517
300,0.2,1000,162,0.0
300,0.2,1500,165,-0.018518518518518517
300,0.2,2000,165,-0.018518518518518517
300,0.3,500,165,-0.018518518518518517
300,0.3,1000,165,-0.018518518518518517
300,0.3,1500,165,-0.018518518518518517
300,0.3,2000,163,-0.006172839506172839
300,0.4,500,165,-0.018518518518518517
300,0.4,1000,160,0.012345679012345678
300,0.4,1500,158,0.024691358024691357
300,0.4,2000,161,0.006172839506172839
300,0.5,500,163,-0.006172839506172839
300,0.5,1000,164,-0.012345679012345678
300,0.5,1500,160,0.012345679012345678
300,0.5,2000,163,-0.006172839506172839
50,0.1,500,172,-0.05521472392638037
50,0.1,1000,174,-0.06748466257668712
50,0.1,1500,175,-0.0736196319018405
50,0.1,2000,175,-0.0736196319018405
50,0.2,500,171,-0.049079754601226995
50,0.2,1000,178,-0.09202453987730061
50,0.2,1500,164,-0.006134969325153374
50,0.2,2000,172,-0.05521472392638037
50,0.3,500,176,-0.07975460122699386
50,0.3,1000,168,-0.03067484662576687
50,0.3,1500,167,-0.024539877300613498
50,0.3,2000,168,-0.03067484662576687
50,0.4,500,173,-0.06134969325153374
50,0.4,1000,169,-0.03680981595092025
50,0.4,1500,165,-0.012269938650306749
50,0.4,2000,167,-0.024539877300613498
50,0.5,500,165,-0.012269938650306749
50,0.5,1000,167,-0.024539877300613498
50,0.5,1500,165,-0.012269938650306749
50,0.5,2000,165,-0.012269938650306749
100,0.1,500,174,-0.06748466257668712
100,0.1,1000,175,-0.0736196319018405
100,0.1,1500,171,-0.049079754601226995
100,0.1,2000,175,-0.0736196319018405
100,0.2,500,170,-0.04294478527607362
100,0.2,1000,171,-0.049079754601226995
100,0.2,1500,171,-0.049079754601226995
100,0.2,2000,174,-0.06748466257668712
100,0.3,500,168,-0.03067484662576687
100,0.3,1000,169,-0.03680981595092025
100,0.3,1500,170,-0.04294478527607362
100,0.3,2000,167,-0.024539877300613498
100,0.4,500,165,-0.012269938650306749
100,0.4,1000,165,-0.012269938650306749
100,0.4,1500,165,-0.012269938650306749
100,0.4,2000,168,-0.03067484662576687
100,0.5,500,167,-0.024539877300613498
100,0.5,1000,165,-0.012269938650306749
100,0.5,1500,163,0.0
100,0.5,2000,165,-0.012269938650306749
200,0.1,500,175,-0.0736196319018405
200,0.1,1000,175,-0.0736196319018405
200,0.1,1500,170,-0.04294478527607362
200,0.1,2000,174,-0.06748466257668712
200,0.2,500,172,-0.05521472392638037
200,0.2,1000,171,-0.049079754601226995
200,0.2,1500,167,-0.024539877300613498
200,0.2,2000,165,-0.012269938650306749
200,0.3,500,168,-0.03067484662576687
200,0.3,1000,168,-0.03067484662576687
200,0.3,1500,169,-0.03680981595092025
200,0.3,2000,165,-0.012269938650306749
200,0.4,500,165,-0.012269938650306749
200,0.4,1000,165,-0.012269938650306749
200,0.4,1500,165,-0.012269938650306749
200,0.4,2000,165,-0.012269938650306749
200,0.5,500,167,-0.024539877300613498
200,0.5,1000,165,-0.012269938650306749
200,0.5,1500,165,-0.012269938650306749
200,0.5,2000,163,0.0
300,0.1,500,174,-0.06748466257668712
300,0.1,1000,171,-0.049079754601226995
300,0.1,1500,171,-0.049079754601226995
300,0.1,2000,171,-0.049079754601226995
300,0.2,500,172,-0.05521472392638037
300,0.2,1000,166,-0.018404907975460124
300,0.2,1500,167,-0.024539877300613498
300,0.2,2000,170,-0.04294478527607362
300,0.3,500,168,-0.03067484662576687
300,0.3,1000,167,-0.024539877300613498
300,0.3,1500,167,-0.024539877300613498
300,0.3,2000,167,-0.024539877300613498
300,0.4,500,167,-0.024539877300613498
300,0.4,1000,167,-0.024539877300613498
300,0.4,1500,165,-0.012269938650306749
300,0.4,2000,165,-0.012269938650306749
300,0.5,500,166,-0.018404907975460124
300,0.5,1000,165,-0.012269938650306749
300,0.5,1500,165,-0.012269938650306749
300,0.5,2000,163,0.0
50,0.1,500,172,0.0
50,0.1,1000,172,0.0
50,0.1,1500,172,0.0
50,0.1,2000,172,0.0
50,0.2,500,172,0.0
50,0.2,1000,172,0.0
50,0.2,1500,172,0.0
50,0.2,2000,172,0.0
50,0.3,500,172,0.0
50,0.3,1000,168,0.023255813953488372
50,0.3,1500,168,0.023255813953488372
50,0.3,2000,168,0.023255813953488372
50,0.4,500,168,0.023255813953488372
50,0.4,1000,168,0.023255813953488372
50,0.4,1500,168,0.023255813953488372
50,0.4,2000,168,0.023255813953488372
50,0.5,500,168,0.023255813953488372
50,0.5,1000,168,0.023255813953488372
50,0.5,1500,168,0.023255813953488372
50,0.5,2000,168,0.023255813953488372
100,0.1,500,172,0.0
100,0.1,1000,172,0.0
100,0.1,1500,172,0.0
100,0.1,2000,172,0.0
100,0.2,500,172,0.0
100,0.2,1000,168,0.023255813953488372
100,0.2,1500,168,0.023255813953488372
100,0.2,2000,168,0.023255813953488372
100,0.3,500,168,0.023255813953488372
100,0.3,1000,168,0.023255813953488372
100,0.3,1500,168,0.023255813953488372
100,0.3,2000,168,0.023255813953488372
100,0.4,500,168,0.023255813953488372
100,0.4,1000,168,0.023255813953488372
100,0.4,1500,168,0.023255813953488372
100,0.4,2000,168,0.023255813953488372
100,0.5,500,168,0.023255813953488372
100,0.5,1000,168,0.023255813953488372
100,0.5,1500,168,0.023255813953488372
100,0.5,2000,168,0.023255813953488372
200,0.1,500,168,0.023255813953488372
200,0.1,1000,168,0.023255813953488372
200,0.1,1500,172,0.0
200,0.1,2000,170,0.011627906976744186
200,0.2,500,168,0.023255813953488372
200,0.2,1000,168,0.023255813953488372
200,0.2,1500,168,0.023255813953488372
200,0.2,2000,168,0.023255813953488372
200,0.3,500,168,0.023255813953488372
200,0.3,1000,168,0.023255813953488372
200,0.3,1500,168,0.023255813953488372
200,0.3,2000,168,0.023255813953488372
200,0.4,500,168,0.023255813953488372
200,0.4,1000,168,0.023255813953488372
200,0.4,1500,168,0.023255813953488372
200,0.4,2000,168,0.023255813953488372
200,0.5,500,168,0.023255813953488372
200,0.5,1000,168,0.023255813953488372
200,0.5,1500,168,0.023255813953488372
200,0.5,2000,168,0.023255813953488372
300,0.1,500,168,0.023255813953488372
300,0.1,1000,168,0.023255813953488372
300,0.1,1500,172,0.0
300,0.1,2000,168,0.023255813953488372
300,0.2,500,168,0.023255813953488372
300,0.2,1000,168,0.023255813953488372
300,0.2,1500,168,0.023255813953488372
300,0.2,2000,168,0.023255813953488372
300,0.3,500,168,0.023255813953488372
300,0.3,1000,168,0.023255813953488372
300,0.3,1500,168,0.023255813953488372
300,0.3,2000,168,0.023255813953488372
300,0.4,500,168,0.023255813953488372
300,0.4,1000,168,0.023255813953488372
300,0.4,1500,168,0.023255813953488372
300,0.4,2000,168,0.023255813953488372
300,0.5,500,168,0.023255813953488372
300,0.5,1000,168,0.023255813953488372
300,0.5,1500,168,0.023255813953488372
300,0.5,2000,168,0.023255813953488372
50,0.1,500,152,-0.013333333333333334
50,0.1,1000,157,-0.04666666666666667
50,0.1,1500,151,-0.006666666666666667
50,0.1,2000,155,-0.03333333333333333
50,0.2,500,157,-0.04666666666666667
50,0.2,1000,154,-0.02666666666666667
50,0.2,1500,156,-0.04
50,0.2,2000,152,-0.013333333333333334
50,0.3,500,155,-0.03333333333333333
50,0.3,1000,151,-0.006666666666666667
50,0.3,1500,151,-0.006666666666666667
50,0.3,2000,152,-0.013333333333333334
50,0.4,500,151,-0.006666666666666667
50,0.4,1000,152,-0.013333333333333334
50,0.4,1500,151,-0.006666666666666667
50,0.4,2000,151,-0.006666666666666667
50,0.5,500,151,-0.006666666666666667
50,0.5,1000,151,-0.006666666666666667
50,0.5,1500,150,0.0
50,0.5,2000,151,-0.006666666666666667
100,0.1,500,157,-0.04666666666666667
100,0.1,1000,157,-0.04666666666666667
100,0.1,1500,157,-0.04666666666666667
100,0.1,2000,154,-0.02666666666666667
100,0.2,500,155,-0.03333333333333333
100,0.2,1000,151,-0.006666666666666667
100,0.2,1500,153,-0.02
100,0.2,2000,152,-0.013333333333333334
100,0.3,500,154,-0.02666666666666667
100,0.3,1000,153,-0.02
100,0.3,1500,151,-0.006666666666666667
100,0.3,2000,151,-0.006666666666666667
100,0.4,500,153,-0.02
100,0.4,1000,151,-0.006666666666666667
100,0.4,1500,151,-0.006666666666666667
100,0.4,2000,151,-0.006666666666666667
100,0.5,500,151,-0.006666666666666667
100,0.5,1000,151,-0.006666666666666667
100,0.5,1500,150,0.0
100,0.5,2000,151,-0.006666666666666667
200,0.1,500,154,-0.02666666666666667
200,0.1,1000,153,-0.02
200,0.1,1500,155,-0.03333333333333333
200,0.1,2000,155,-0.03333333333333333
200,0.2,500,151,-0.006666666666666667
200,0.2,1000,155,-0.03333333333333333
200,0.2,1500,153,-0.02
200,0.2,2000,151,-0.006666666666666667
200,0.3,500,152,-0.013333333333333334
200,0.3,1000,151,-0.006666666666666667
200,0.3,1500,151,-0.006666666666666667
200,0.3,2000,151,-0.006666666666666667
200,0.4,500,151,-0.006666666666666667
200,0.4,1000,151,-0.006666666666666667
200,0.4,1500,151,-0.006666666666666667
200,0.4,2000,150,0.0
200,0.5,500,151,-0.006666666666666667
200,0.5,1000,151,-0.006666666666666667
200,0.5,1500,151,-0.006666666666666667
200,0.5,2000,149,0.006666666666666667
300,0.1,500,151,-0.006666666666666667
300,0.1,1000,154,-0.02666666666666667
300,0.1,1500,151,-0.006666666666666667
300,0.1,2000,153,-0.02
300,0.2,500,152,-0.013333333333333334
300,0.2,1000,152,-0.013333333333333334
300,0.2,1500,151,-0.006666666666666667
300,0.2,2000,151,-0.006666666666666667
300,0.3,500,149,0.006666666666666667
300,0.3,1000,151,-0.006666666666666667
300,0.3,1500,151,-0.006666666666666667
300,0.3,2000,151,-0.006666666666666667
300,0.4,500,151,-0.006666666666666667
300,0.4,1000,151,-0.006666666666666667
300,0.4,1500,151,-0.006666666666666667
300,0.4,2000,151,-0.006666666666666667
300,0.5,500,150,0.0
300,0.5,1000,151,-0.006666666666666667
300,0.5,1500,150,0.0
300,0.5,2000,149,0.006666666666666667
50,0.1,500,161,-0.045454545454545456
50,0.1,1000,161,-0.045454545454545456
50,0.1,1500,160,-0.03896103896103896
50,0.1,2000,161,-0.045454545454545456
50,0.2,500,161,-0.045454545454545456
50,0.2,1000,160,-0.03896103896103896
50,0.2,1500,161,-0.045454545454545456
50,0.2,2000,161,-0.045454545454545456
50,0.3,500,160,-0.03896103896103896
50,0.3,1000,159,-0.032467532467532464
50,0.3,1500,160,-0.03896103896103896
50,0.3,2000,158,-0.025974025974025976
50,0.4,500,161,-0.045454545454545456
50,0.4,1000,160,-0.03896103896103896
50,0.4,1500,159,-0.032467532467532464
50,0.4,2000,159,-0.032467532467532464
50,0.5,500,160,-0.03896103896103896
50,0.5,1000,158,-0.025974025974025976
50,0.5,1500,159,-0.032467532467532464
50,0.5,2000,159,-0.032467532467532464
100,0.1,500,160,-0.03896103896103896
100,0.1,1000,161,-0.045454545454545456
100,0.1,1500,160,-0.03896103896103896
100,0.1,2000,161,-0.045454545454545456
100,0.2,500,160,-0.03896103896103896
100,0.2,1000,159,-0.032467532467532464
100,0.2,1500,158,-0.025974025974025976
100,0.2,2000,160,-0.03896103896103896
100,0.3,500,159,-0.032467532467532464
100,0.3,1000,160,-0.03896103896103896
100,0.3,1500,160,-0.03896103896103896
100,0.3,2000,158,-0.025974025974025976
100,0.4,500,158,-0.025974025974025976
100,0.4,1000,158,-0.025974025974025976
100,0.4,1500,160,-0.03896103896103896
100,0.4,2000,158,-0.025974025974025976
100,0.5,500,157,-0.01948051948051948
100,0.5,1000,158,-0.025974025974025976
100,0.5,1500,158,-0.025974025974025976
100,0.5,2000,159,-0.032467532467532464
200,0.1,500,161,-0.045454545454545456
200,0.1,1000,161,-0.045454545454545456
200,0.1,1500,160,-0.03896103896103896
200,0.1,2000,161,-0.045454545454545456
200,0.2,500,158,-0.025974025974025976
200,0.2,1000,161,-0.045454545454545456
200,0.2,1500,160,-0.03896103896103896
200,0.2,2000,160,-0.03896103896103896
200,0.3,500,160,-0.03896103896103896
200,0.3,1000,160,-0.03896103896103896
200,0.3,1500,158,-0.025974025974025976
200,0.3,2000,159,-0.032467532467532464
200,0.4,500,159,-0.032467532467532464
200,0.4,1000,157,-0.01948051948051948
200,0.4,1500,159,-0.032467532467532464
200,0.4,2000,159,-0.032467532467532464
200,0.5,500,160,-0.03896103896103896
200,0.5,1000,158,-0.025974025974025976
200,0.5,1500,159,-0.032467532467532464
200,0.5,2000,158,-0.025974025974025976
300,0.1,500,161,-0.045454545454545456
300,0.1,1000,160,-0.03896103896103896
300,0.1,1500,157,-0.01948051948051948
300,0.1,2000,161,-0.045454545454545456
300,0.2,500,158,-0.025974025974025976
300,0.2,1000,160,-0.03896103896103896
300,0.2,1500,158,-0.025974025974025976
300,0.2,2000,160,-0.03896103896103896
300,0.3,500,159,-0.032467532467532464
300,0.3,1000,159,-0.032467532467532464
300,0.3,1500,159,-0.032467532467532464
300,0.3,2000,159,-0.032467532467532464
300,0.4,500,158,-0.025974025974025976
300,0.4,1000,158,-0.025974025974025976
300,0.4,1500,159,-0.032467532467532464
300,0.4,2000,158,-0.025974025974025976
300,0.5,500,156,-0.012987012987012988
300,0.5,1000,158,-0.025974025974025976
300,0.5,1500,156,-0.012987012987012988
300,0.5,2000,156,-0.012987012987012988
50,0.1,500,162,-0.04516129032258064
50,0.1,1000,160,-0.03225806451612903
50,0.1,1500,156,-0.0064516129032258064
50,0.1,2000,163,-0.05161290322580645
50,0.2,500,158,-0.01935483870967742
50,0.2,1000,163,-0.05161290322580645
50,0.2,1500,157,-0.012903225806451613
50,0.2,2000,156,-0.0064516129032258064
50,0.3,500,157,-0.012903225806451613
50,0.3,1000,162,-0.04516129032258064
50,0.3,1500,161,-0.03870967741935484
50,0.3,2000,160,-0.03225806451612903
50,0.4,500,160,-0.03225806451612903
50,0.4,1000,161,-0.03870967741935484
50,0.4,1500,159,-0.025806451612903226
50,0.4,2000,158,-0.01935483870967742
50,0.5,500,156,-0.0064516129032258064
50,0.5,1000,159,-0.025806451612903226
50,0.5,1500,157,-0.012903225806451613
50,0.5,2000,156,-0.0064516129032258064
100,0.1,500,161,-0.03870967741935484
100,0.1,1000,163,-0.05161290322580645
100,0.1,1500,162,-0.04516129032258064
100,0.1,2000,158,-0.01935483870967742
100,0.2,500,159,-0.025806451612903226
100,0.2,1000,158,-0.01935483870967742
100,0.2,1500,161,-0.03870967741935484
100,0.2,2000,159,-0.025806451612903226
100,0.3,500,156,-0.0064516129032258064
100,0.3,1000,160,-0.03225806451612903
100,0.3,1500,157,-0.012903225806451613
100,0.3,2000,157,-0.012903225806451613
100,0.4,500,159,-0.025806451612903226
100,0.4,1000,157,-0.012903225806451613
100,0.4,1500,155,0.0
100,0.4,2000,155,0.0
100,0.5,500,153,0.012903225806451613
100,0.5,1000,154,0.0064516129032258064
100,0.5,1500,158,-0.01935483870967742
100,0.5,2000,157,-0.012903225806451613
200,0.1,500,158,-0.01935483870967742
200,0.1,1000,155,0.0
200,0.1,1500,160,-0.03225806451612903
200,0.1,2000,157,-0.012903225806451613
200,0.2,500,157,-0.012903225806451613
200,0.2,1000,158,-0.01935483870967742
200,0.2,1500,160,-0.03225806451612903
200,0.2,2000,160,-0.03225806451612903
200,0.3,500,159,-0.025806451612903226
200,0.3,1000,158,-0.01935483870967742
200,0.3,1500,155,0.0
200,0.3,2000,156,-0.0064516129032258064
200,0.4,500,157,-0.012903225806451613
200,0.4,1000,153,0.012903225806451613
200,0.4,1500,158,-0.01935483870967742
200,0.4,2000,157,-0.012903225806451613
200,0.5,500,157,-0.012903225806451613
200,0.5,1000,157,-0.012903225806451613
200,0.5,1500,156,-0.0064516129032258064
200,0.5,2000,155,0.0
300,0.1,500,161,-0.03870967741935484
300,0.1,1000,157,-0.012903225806451613
300,0.1,1500,159,-0.025806451612903226
300,0.1,2000,162,-0.04516129032258064
300,0.2,500,159,-0.025806451612903226
300,0.2,1000,158,-0.01935483870967742
300,0.2,1500,157,-0.012903225806451613
300,0.2,2000,158,-0.01935483870967742
300,0.3,500,158,-0.01935483870967742
300,0.3,1000,158,-0.01935483870967742
300,0.3,1500,159,-0.025806451612903226
300,0.3,2000,158,-0.01935483870967742
300,0.4,500,158,-0.01935483870967742
300,0.4,1000,157,-0.012903225806451613
300,0.4,1500,157,-0.012903225806451613
300,0.4,2000,156,-0.0064516129032258064
300,0.5,500,157,-0.012903225806451613
300,0.5,1000,155,0.0
300,0.5,1500,155,0.0
300,0.5,2000,153,0.012903225806451613
50,0.1,500,169,-0.09740259740259741
50,0.1,1000,167,-0.08441558441558442
50,0.1,1500,169,-0.09740259740259741
50,0.1,2000,166,-0.07792207792207792
50,0.2,500,163,-0.05844155844155844
50,0.2,1000,167,-0.08441558441558442
50,0.2,1500,163,-0.05844155844155844
50,0.2,2000,157,-0.01948051948051948
50,0.3,500,166,-0.07792207792207792
50,0.3,1000,162,-0.05194805194805195
50,0.3,1500,162,-0.05194805194805195
50,0.3,2000,157,-0.01948051948051948
50,0.4,500,157,-0.01948051948051948
50,0.4,1000,155,-0.006493506493506494
50,0.4,1500,160,-0.03896103896103896
50,0.4,2000,157,-0.01948051948051948
50,0.5,500,161,-0.045454545454545456
50,0.5,1000,157,-0.01948051948051948
50,0.5,1500,157,-0.01948051948051948
50,0.5,2000,155,-0.006493506493506494
100,0.1,500,162,-0.05194805194805195
100,0.1,1000,163,-0.05844155844155844
100,0.1,1500,162,-0.05194805194805195
100,0.1,2000,163,-0.05844155844155844
100,0.2,500,164,-0.06493506493506493
100,0.2,1000,159,-0.032467532467532464
100,0.2,1500,159,-0.032467532467532464
100,0.2,2000,159,-0.032467532467532464
100,0.3,500,162,-0.05194805194805195
100,0.3,1000,155,-0.006493506493506494
100,0.3,1500,160,-0.03896103896103896
100,0.3,2000,161,-0.045454545454545456
100,0.4,500,161,-0.045454545454545456
100,0.4,1000,157,-0.01948051948051948
100,0.4,1500,157,-0.01948051948051948
100,0.4,2000,159,-0.032467532467532464
100,0.5,500,161,-0.045454545454545456
100,0.5,1000,157,-0.01948051948051948
100,0.5,1500,157,-0.01948051948051948
100,0.5,2000,157,-0.01948051948051948
200,0.1,500,165,-0.07142857142857142
200,0.1,1000,164,-0.06493506493506493
200,0.1,1500,165,-0.07142857142857142
200,0.1,2000,159,-0.032467532467532464
200,0.2,500,162,-0.05194805194805195
200,0.2,1000,156,-0.012987012987012988
200,0.2,1500,157,-0.01948051948051948
200,0.2,2000,161,-0.045454545454545456
200,0.3,500,161,-0.045454545454545456
200,0.3,1000,159,-0.032467532467532464
200,0.3,1500,159,-0.032467532467532464
200,0.3,2000,160,-0.03896103896103896
200,0.4,500,161,-0.045454545454545456
200,0.4,1000,157,-0.01948051948051948
200,0.4,1500,157,-0.01948051948051948
200,0.4,2000,157,-0.01948051948051948
200,0.5,500,157,-0.01948051948051948
200,0.5,1000,157,-0.01948051948051948
200,0.5,1500,157,-0.01948051948051948
200,0.5,2000,157,-0.01948051948051948
300,0.1,500,161,-0.045454545454545456
300,0.1,1000,162,-0.05194805194805195
300,0.1,1500,162,-0.05194805194805195
300,0.1,2000,161,-0.045454545454545456
300,0.2,500,161,-0.045454545454545456
300,0.2,1000,158,-0.025974025974025976
300,0.2,1500,161,-0.045454545454545456
300,0.2,2000,158,-0.025974025974025976
300,0.3,500,157,-0.01948051948051948
300,0.3,1000,157,-0.01948051948051948
300,0.3,1500,157,-0.01948051948051948
300,0.3,2000,157,-0.01948051948051948
300,0.4,500,161,-0.045454545454545456
300,0.4,1000,157,-0.01948051948051948
300,0.4,1500,157,-0.01948051948051948
300,0.4,2000,157,-0.01948051948051948
300,0.5,500,157,-0.01948051948051948
300,0.5,1000,157,-0.01948051948051948
300,0.5,1500,157,-0.01948051948051948
300,0.5,2000,157,-0.01948051948051948
50,0.1,500,161,-0.08783783783783784
50,0.1,1000,167,-0.12837837837837837
50,0.1,1500,167,-0.12837837837837837
50,0.1,2000,166,-0.12162162162162163
50,0.2,500,162,-0.0945945945945946
50,0.2,1000,158,-0.06756756756756757
50,0.2,1500,161,-0.08783783783783784
50,0.2,2000,163,-0.10135135135135136
50,0.3,500,163,-0.10135135135135136
50,0.3,1000,166,-0.12162162162162163
50,0.3,1500,161,-0.08783783783783784
50,0.3,2000,161,-0.08783783783783784
50,0.4,500,159,-0.07432432432432433
50,0.4,1000,159,-0.07432432432432433
50,0.4,1500,161,-0.08783783783783784
50,0.4,2000,161,-0.08783783783783784
50,0.5,500,161,-0.08783783783783784
50,0.5,1000,160,-0.08108108108108109
50,0.5,1500,161,-0.08783783783783784
50,0.5,2000,158,-0.06756756756756757
100,0.1,500,164,-0.10810810810810811
100,0.1,1000,157,-0.060810810810810814
100,0.1,1500,162,-0.0945945945945946
100,0.1,2000,158,-0.06756756756756757
100,0.2,500,164,-0.10810810810810811
100,0.2,1000,161,-0.08783783783783784
100,0.2,1500,161,-0.08783783783783784
100,0.2,2000,159,-0.07432432432432433
100,0.3,500,161,-0.08783783783783784
100,0.3,1000,159,-0.07432432432432433
100,0.3,1500,161,-0.08783783783783784
100,0.3,2000,161,-0.08783783783783784
100,0.4,500,160,-0.08108108108108109
100,0.4,1000,161,-0.08783783783783784
100,0.4,1500,159,-0.07432432432432433
100,0.4,2000,161,-0.08783783783783784
100,0.5,500,161,-0.08783783783783784
100,0.5,1000,158,-0.06756756756756757
100,0.5,1500,158,-0.06756756756756757
100,0.5,2000,159,-0.07432432432432433
200,0.1,500,157,-0.060810810810810814
200,0.1,1000,159,-0.07432432432432433
200,0.1,1500,162,-0.0945945945945946
200,0.1,2000,161,-0.08783783783783784
200,0.2,500,161,-0.08783783783783784
200,0.2,1000,158,-0.06756756756756757
200,0.2,1500,157,-0.060810810810810814
200,0.2,2000,160,-0.08108108108108109
200,0.3,500,159,-0.07432432432432433
200,0.3,1000,156,-0.05405405405405406
200,0.3,1500,161,-0.08783783783783784
200,0.3,2000,161,-0.08783783783783784
200,0.4,500,160,-0.08108108108108109
200,0.4,1000,157,-0.060810810810810814
200,0.4,1500,154,-0.04054054054054054
200,0.4,2000,158,-0.06756756756756757
200,0.5,500,159,-0.07432432432432433
200,0.5,1000,160,-0.08108108108108109
200,0.5,1500,156,-0.05405405405405406
200,0.5,2000,159,-0.07432432432432433
300,0.1,500,156,-0.05405405405405406
300,0.1,1000,161,-0.08783783783783784
300,0.1,1500,160,-0.08108108108108109
300,0.1,2000,158,-0.06756756756756757
300,0.2,500,161,-0.08783783783783784
300,0.2,1000,160,-0.08108108108108109
300,0.2,1500,161,-0.08783783783783784
300,0.2,2000,160,-0.08108108108108109
300,0.3,500,160,-0.08108108108108109
300,0.3,1000,158,-0.06756756756756757
300,0.3,1500,148,0.0
300,0.3,2000,155,-0.0472972972972973
300,0.4,500,158,-0.06756756756756757
300,0.4,1000,158,-0.06756756756756757
300,0.4,1500,159,-0.07432432432432433
300,0.4,2000,160,-0.08108108108108109
300,0.5,500,158,-0.06756756756756757
300,0.5,1000,154,-0.04054054054054054
300,0.5,1500,153,-0.033783783783783786
